Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-September-2018,2595.00,2627.95,2553.60,2570.25,2596.979103125471840555,99345,4164,257996889.00,14451,14.55,74.35,-24.75
17-September-2018,2660.00,2660.00,2590.10,2605.95,2613.029505477143459026,75952,3686,198464817.00,12728,16.76,69.90,-54.05
14-September-2018,2634.80,2678.00,2625.80,2668.85,2651.920110274794474360,100839,4598,267416972.00,18381,18.23,52.20,34.05
12-September-2018,2610.00,2637.35,2518.00,2593.75,2579.793542680229986731,180880,8038,466633056.00,34082,18.84,119.35,-16.25
11-September-2018,2621.00,2669.00,2561.55,2601.40,2618.511924402957668506,182441,8776,477723934.00,24867,13.63,107.45,-19.60
10-September-2018,2723.00,2737.40,2599.00,2616.80,2656.783008455940318819,120507,6101,320160950.00,36093,29.95,138.40,-106.20
7-September-2018,2710.00,2750.40,2673.80,2740.05,2717.143212451093871069,104537,4810,284042000.00,21138,20.22,76.60,30.05
6-September-2018,2760.00,2760.00,2665.00,2682.60,2695.187841987394084916,86626,4449,233473342.00,22725,26.23,95.00,-77.40
5-September-2018,2749.00,2766.00,2669.85,2719.40,2714.351980427163922502,105861,5407,287344015.00,21775,20.57,96.15,-29.60
4-September-2018,2737.80,2775.35,2685.00,2750.95,2709.512538016443722776,3103920,10777,8410110157.00,41271,1.33,90.35,13.15
3-September-2018,2884.95,2884.95,2717.00,2727.50,2788.463286406916291839,119833,7139,334149921.00,39209,32.72,167.95,-157.45
31-August-2018,2930.00,2953.35,2845.50,2859.15,2875.474923326718383546,66516,3807,191265090.00,18448,27.73,107.85,-70.85
30-August-2018,2993.95,2995.10,2921.60,2931.05,2953.985878059423221865,50418,2610,148934060.00,15755,31.25,73.50,-62.90
29-August-2018,2931.00,2993.00,2931.00,2984.05,2969.881801845810289781,57319,2702,170230655.00,14464,25.23,62.00,53.05
28-August-2018,2984.25,2984.25,2931.15,2934.90,2949.304336448022659749,64961,3198,191589759.00,21239,32.70,53.10,-49.35
27-August-2018,2941.00,2959.70,2926.00,2952.25,2942.836727864902848729,44827,2975,131918542.00,18698,41.71,33.70,11.25
24-August-2018,2895.00,2944.15,2892.55,2912.70,2926.505757282893828524,72430,3559,211966812.00,15757,21.75,51.60,17.70
23-August-2018,2899.90,2909.00,2872.80,2892.75,2893.986468376577448535,53726,2709,155482317.00,14401,26.80,36.20,-7.15
21-August-2018,2842.85,2883.00,2827.05,2871.40,2854.896582041982635454,45495,2219,129883520.00,11747,25.82,55.95,28.55
20-August-2018,2857.75,2877.00,2836.20,2839.00,2849.793893893893893893,29970,1636,85408323.00,8177,27.28,40.80,-18.75
17-August-2018,2864.95,2886.00,2840.00,2852.85,2859.448379642070188638,37214,1780,106411512.00,7150,19.21,46.00,-12.10
16-August-2018,2835.00,2908.80,2824.35,2857.00,2873.468273998393209280,123227,6019,354088875.00,16816,13.65,84.45,22.00
14-August-2018,2766.95,2837.90,2766.95,2828.70,2816.475738431515231700,60466,3165,170301022.00,12768,21.12,70.95,61.75
13-August-2018,2806.80,2808.00,2756.05,2761.40,2773.459930834657444620,53495,2557,148366239.00,13376,25.00,51.95,-45.40
10-August-2018,2825.95,2835.85,2793.00,2806.80,2811.244767941381490427,61687,3582,173417256.00,19732,31.99,42.85,-19.15
9-August-2018,2818.00,2850.00,2805.00,2828.35,2827.846931221283446338,85099,3518,240646946.00,11881,13.96,45.00,10.35
8-August-2018,2755.50,2817.40,2752.60,2810.95,2794.689580236337524251,158756,7089,443673739.00,27788,17.50,64.80,55.45
7-August-2018,2699.00,2756.10,2680.90,2746.50,2724.458296012085399927,74801,3248,203792205.00,17675,23.63,75.20,47.50
6-August-2018,2682.00,2710.20,2668.00,2692.65,2683.978225552877056912,38164,2408,102431345.00,11277,29.55,42.20,10.65
3-August-2018,2734.80,2734.80,2660.45,2680.05,2683.877446088427994966,46094,2585,123710647.00,16126,34.99,74.35,-54.75
2-August-2018,2724.00,2724.00,2679.00,2683.35,2698.155252166883729285,44534,2064,120159646.00,11639,26.14,45.00,-40.65
1-August-2018,2720.95,2769.50,2703.60,2722.55,2735.743870648052395725,92832,4383,253964575.00,25133,27.07,65.90,1.60
31-July-2018,2671.05,2710.00,2671.00,2698.55,2694.902678968430413517,35984,2047,96973378.00,8746,24.31,39.00,27.50
30-July-2018,2720.75,2721.80,2666.00,2678.65,2685.331787773933102652,43350,2477,116409133.00,7466,17.22,55.80,-42.10
27-July-2018,2684.00,2724.00,2667.55,2708.40,2696.116489148485369066,69852,3203,188329129.00,14567,20.85,56.45,24.40
26-July-2018,2702.95,2729.75,2655.60,2683.55,2700.827244325981116142,287759,4894,777187347.00,225720,78.44,74.15,-19.40
25-July-2018,2729.80,2778.50,2685.55,2702.95,2739.600019523021752756,194642,15782,533241227.00,37006,19.01,92.95,-26.85
24-July-2018,2760.00,2760.05,2689.00,2712.90,2713.198828902913871853,100931,5245,273845871.00,18197,18.03,71.05,-47.10
23-July-2018,2725.00,2798.00,2719.10,2759.75,2767.965445031313294786,203907,10707,564407530.00,23896,11.72,78.90,34.75
20-July-2018,2520.00,2744.95,2488.65,2721.50,2654.322715503229223735,439889,21548,1167607365.00,59615,13.55,256.30,201.50
19-July-2018,2500.00,2535.50,2360.00,2517.60,2463.969420747797158183,299386,14579,737677949.00,25169,8.41,175.50,17.60
18-July-2018,2494.80,2521.70,2472.80,2488.05,2495.319174157015913083,117262,4650,292606117.00,18078,15.42,48.90,-6.75
17-July-2018,2485.00,2490.15,2436.60,2472.05,2462.785290357054254689,52401,2719,129052412.00,6026,11.50,53.55,-12.95
16-July-2018,2477.00,2498.00,2462.75,2473.35,2481.120289106866288074,50362,2557,124954180.00,10560,20.97,35.25,-3.65
13-July-2018,2449.00,2475.00,2422.80,2460.35,2454.952138969079878539,160381,3519,393727679.00,12620,7.87,52.20,11.35
12-July-2018,2366.90,2430.00,2364.05,2414.30,2410.161597920906545895,104661,4288,252249923.00,27459,26.24,65.95,47.40
11-July-2018,2370.00,2382.25,2349.85,2355.20,2362.866612958913568880,34756,1392,82123792.00,11011,31.68,32.40,-14.80
10-July-2018,2369.00,2381.00,2349.00,2366.30,2370.329193858370820925,47349,1820,112232717.00,11068,23.38,32.00,-2.70
9-July-2018,2365.00,2365.00,2338.25,2346.60,2348.769677097545589249,136326,1128,320198375.00,8477,6.22,26.75,-18.40
6-July-2018,2351.00,2354.60,2325.00,2341.70,2343.211695673227561454,35107,1534,82263133.00,8805,25.08,29.60,-9.30
5-July-2018,2336.00,2349.00,2325.00,2329.45,2335.077265615597544830,24927,1165,58206471.00,6866,27.54,24.00,-6.55
4-July-2018,2348.70,2348.70,2308.00,2331.95,2328.343217145961481169,57063,2548,132862249.00,13138,23.02,40.70,-16.75
3-July-2018,2305.00,2334.00,2289.00,2321.50,2313.513081536715837250,61690,2602,142720622.00,14222,23.05,45.00,16.50
2-July-2018,2299.00,2314.40,2282.00,2298.40,2298.034834785914039803,36831,1836,84638921.00,8159,22.15,32.40,-0.60
29-June-2018,2277.00,2319.80,2272.30,2296.95,2299.230077741598766105,64187,3712,147580681.00,14300,22.28,47.50,19.95
28-June-2018,2358.00,2358.00,2255.25,2271.85,2292.420006506180871828,61480,3421,140937982.00,15142,24.63,102.75,-86.15
27-June-2018,2380.00,2385.00,2322.45,2333.75,2345.703270625610012822,52253,2544,122570033.00,13163,25.19,62.55,-46.25
26-June-2018,2389.00,2419.55,2344.05,2366.60,2376.944004734819986557,99687,4576,236950417.00,26477,26.56,75.50,-22.40
25-June-2018,2385.00,2398.20,2339.00,2389.15,2370.694414209380566000,161696,4841,383331804.00,59730,36.94,59.20,4.15
22-June-2018,2269.15,2344.50,2252.60,2335.10,2306.904552251204519023,84266,3461,194393619.00,16080,19.08,91.90,65.95
21-June-2018,2268.00,2285.30,2248.90,2257.15,2264.733698996655518394,37375,1440,84644422.00,8529,22.82,36.40,-10.85
20-June-2018,2285.00,2301.50,2258.00,2265.35,2284.150156643997860472,130870,1965,298926731.00,80669,61.64,43.50,-19.65
19-June-2018,2245.00,2280.00,2232.00,2269.90,2269.253727222528989508,39842,1881,90411607.00,6557,16.46,48.00,24.90
18-June-2018,2289.95,2296.45,2239.00,2245.15,2264.456807591450185824,53007,1790,120032062.00,14672,27.68,57.45,-44.80
15-June-2018,2252.00,2290.00,2233.05,2283.20,2272.521264598265751090,79804,3226,181356287.00,23097,28.94,56.95,31.20
14-June-2018,2233.00,2249.05,2199.00,2238.25,2228.694655630875248118,53402,2014,119016752.00,18033,33.77,50.05,5.25
13-June-2018,2270.00,2275.00,2230.00,2232.90,2242.284175567722825599,44564,1884,99925152.00,11901,26.71,45.00,-37.10
12-June-2018,2256.00,2274.80,2237.00,2256.65,2259.200168888352735388,82895,3256,187276398.00,12847,15.50,37.80,0.65
11-June-2018,2205.00,2253.60,2200.00,2244.85,2235.367497431144601374,99266,3894,221895990.00,15448,15.56,53.60,39.85
8-June-2018,2170.80,2250.00,2148.80,2205.05,2193.949719068914115353,104652,4279,229601226.00,23408,22.37,101.20,34.25
7-June-2018,2173.00,2195.00,2164.05,2170.80,2181.557585443590238167,108873,5168,237512719.00,25675,23.58,30.95,-2.20
6-June-2018,2119.00,2169.65,2109.00,2155.00,2142.297805754433517301,112157,4334,240273695.00,16301,14.53,60.65,36.00
5-June-2018,2065.80,2120.00,2055.00,2100.70,2085.508540314760945774,40221,2031,83881239.00,9116,22.66,65.00,34.90
4-June-2018,2104.60,2104.60,2050.00,2058.85,2074.780668300137921897,1086847,2298,2254969145.00,1038583,95.56,54.60,-45.75
1-June-2018,2132.00,2135.00,2069.65,2075.70,2088.742459943449575871,46684,2059,97510853.00,8057,17.26,65.35,-56.30
31-May-2018,2140.00,2148.75,2100.05,2108.10,2124.701453666507796010,58748,2351,124821961.00,10205,17.37,48.70,-31.90
30-May-2018,2060.25,2130.00,2060.25,2115.35,2100.029790475095565199,69586,3135,146132673.00,7699,11.06,69.75,55.10
29-May-2018,2130.00,2130.00,2068.00,2077.20,2083.619313014481262971,42883,1673,89351847.00,12932,30.16,62.00,-52.80
28-May-2018,2134.00,2137.45,2086.90,2094.15,2104.949396352427433855,38930,1832,81945680.00,9086,23.34,50.55,-39.85
25-May-2018,2106.00,2151.00,2104.50,2114.35,2128.956314084864405008,67001,2848,142642202.00,9595,14.32,46.50,8.35
24-May-2018,2081.00,2109.00,2069.55,2092.65,2086.693590081772619361,56865,2232,118659831.00,6864,12.07,39.45,11.65
23-May-2018,2157.00,2157.00,2066.00,2078.15,2088.319347132413769816,236924,4076,494772973.00,165311,69.77,91.00,-78.85
22-May-2018,2105.80,2176.70,2105.75,2145.90,2155.999834456432828263,102692,4237,221403935.00,12008,11.69,70.95,40.10
21-May-2018,2144.20,2148.90,2082.80,2105.05,2109.211090008139717537,70027,3024,147701725.00,11897,16.99,66.10,-39.15
18-May-2018,2078.80,2167.50,2067.70,2143.70,2127.581256458741012730,363848,14869,774116185.00,47357,13.02,99.80,64.90
17-May-2018,1930.00,2088.80,1906.55,2067.25,2009.120212197637002894,321964,12946,646864380.00,59286,18.41,182.25,137.25
16-May-2018,1882.05,1926.55,1873.55,1918.65,1910.717010177028991704,35079,1132,67026042.00,15566,44.37,53.00,36.60
15-May-2018,1861.00,1932.00,1853.55,1901.05,1889.976811076483413606,162362,3823,306860415.00,101691,62.63,78.45,40.05
14-May-2018,1860.00,1881.00,1844.30,1860.80,1860.262716193534262570,13703,590,25491180.00,3637,26.54,36.70,0.80
11-May-2018,1835.00,1877.40,1833.45,1858.50,1858.157765724418483362,38348,1516,71256634.00,9618,25.08,43.95,23.50
10-May-2018,1839.00,1858.30,1818.75,1833.15,1834.751049286485190070,25017,1063,45899967.00,7641,30.54,39.55,-5.85
9-May-2018,1852.55,1871.35,1845.00,1850.55,1854.556402280974598237,38580,2704,71548786.00,17520,45.41,26.35,-2.00
8-May-2018,1890.00,1895.55,1855.00,1870.00,1876.197941239545357066,18652,860,34994844.00,5081,27.24,40.55,-20.00
7-May-2018,1861.60,1902.00,1859.10,1893.80,1883.918322399250234301,21340,898,40202817.00,8859,41.51,42.90,32.20
4-May-2018,1899.00,1899.00,1856.00,1858.95,1870.362176250203616224,30695,1431,57410767.00,9787,31.88,43.00,-40.05
3-May-2018,1900.00,1905.40,1864.25,1876.20,1883.324755189972581276,25530,1651,48081281.00,9322,36.51,41.15,-23.80
2-May-2018,1910.00,1934.00,1901.15,1906.40,1918.362741922422868248,24698,1266,47379723.00,6926,28.04,32.85,-3.60
30-April-2018,1920.60,1920.80,1897.60,1906.05,1909.807563627673557175,16738,761,31966359.00,4728,28.25,23.20,-14.55
27-April-2018,1901.55,1915.35,1894.90,1904.65,1903.287387676508344030,18696,912,35583861.00,6646,35.55,20.45,3.10
26-April-2018,1899.00,1912.05,1879.00,1897.25,1895.400049005594805406,24487,1045,46412661.00,5246,21.42,33.05,-1.75
25-April-2018,1925.45,1937.50,1890.35,1898.65,1917.187000336937544031,32647,1462,62590404.00,11248,34.45,47.15,-26.80
24-April-2018,1904.55,1930.00,1899.00,1917.45,1918.038027690798656958,79521,2442,152524302.00,44059,55.41,31.00,12.90
23-April-2018,1894.00,1916.85,1860.90,1893.60,1891.415161076388191081,49759,2412,94114927.00,9216,18.52,55.95,-0.40
20-April-2018,1908.15,1908.15,1855.00,1880.05,1874.199100650593187906,41808,1979,78356516.00,10056,24.05,53.15,-28.10
19-April-2018,1932.90,1934.65,1911.00,1916.80,1921.256603526250245788,15257,853,29312612.00,4410,28.90,23.65,-16.10
18-April-2018,1950.00,1950.00,1920.35,1926.55,1933.388956785295267892,40912,1460,79098809.00,18249,44.61,29.65,-23.45
17-April-2018,1951.00,1955.00,1919.20,1934.30,1938.137488792733793318,25653,1496,49719041.00,7255,28.28,35.80,-16.70
16-April-2018,1901.10,1950.00,1898.65,1941.35,1926.185370308069399721,20807,1072,40078139.00,5702,27.40,51.35,40.25
13-April-2018,1949.00,1949.00,1910.00,1918.35,1922.157132564841498559,13880,692,26679541.00,3625,26.12,39.00,-30.65
12-April-2018,1925.00,1942.80,1910.00,1927.20,1929.307720743557245458,18936,886,36533371.00,3460,18.27,32.80,2.20
11-April-2018,1935.00,1954.00,1892.30,1924.90,1921.374898981735897850,37122,1835,71325279.00,11377,30.65,61.70,-10.10
10-April-2018,1941.00,1955.40,1915.00,1922.30,1928.555584110433952566,27238,1446,52529997.00,6525,23.96,40.40,-18.70
9-April-2018,1950.00,1967.70,1931.95,1941.80,1949.908903809170349876,29639,1426,57793350.00,6851,23.11,35.75,-8.20
6-April-2018,1917.00,1940.00,1909.00,1933.00,1930.858650994476641362,36753,1790,70964848.00,7494,20.39,31.00,16.00
5-April-2018,1862.00,1922.00,1862.00,1914.20,1908.394860618767155409,72499,3109,138356719.00,21112,29.12,60.00,52.20
4-April-2018,1839.00,1865.00,1836.60,1845.70,1851.243183954873080539,54247,2452,100424389.00,16100,29.68,28.40,6.70
3-April-2018,1825.00,1839.75,1804.30,1832.00,1824.045861189161256984,30963,1787,56477932.00,8533,27.56,35.45,7.00
2-April-2018,1769.75,1829.00,1769.75,1818.40,1804.610418738005503017,43249,1673,78047596.00,13320,30.80,59.25,48.65
28-March-2018,1772.00,1790.00,1762.00,1769.75,1780.208260754816574294,37890,2212,67452091.00,12224,32.26,28.00,-2.25
27-March-2018,1750.00,1797.00,1750.00,1771.10,1767.171469220961040952,352139,2731,622289994.00,314546,89.32,47.00,21.10
26-March-2018,1692.00,1746.90,1688.30,1740.80,1720.235892621920753402,66047,4764,113616420.00,29414,44.53,58.60,48.80
23-March-2018,1668.15,1694.75,1660.00,1679.85,1679.514890475018459266,40630,2771,68238690.00,15209,37.43,34.75,11.70
22-March-2018,1705.00,1719.00,1690.00,1694.70,1711.557113302280563789,413275,1436,707343766.00,394489,95.45,29.00,-10.30
21-March-2018,1656.00,1706.95,1656.00,1702.35,1687.552450969976414593,47063,2455,79421281.00,16645,35.37,50.95,46.35
20-March-2018,1631.00,1666.30,1614.95,1654.95,1633.027041204665610664,97222,1937,158766155.00,64784,66.64,51.35,23.95
19-March-2018,1695.00,1700.00,1628.00,1637.65,1648.968603319214683395,187695,2711,309503162.00,151346,80.63,72.00,-57.35
16-March-2018,1710.00,1723.80,1684.00,1690.15,1706.231986179933627312,21997,1667,37531985.00,6582,29.92,39.80,-19.85
15-March-2018,1718.70,1737.50,1717.35,1725.80,1726.117337424448823583,75611,1579,130513458.00,48669,64.37,20.15,7.10
14-March-2018,1665.00,1720.00,1665.00,1707.15,1697.078854598305399220,32338,1465,54880136.00,13887,42.94,55.00,42.15
13-March-2018,1665.00,1697.90,1665.00,1678.40,1685.247440866626913138,40248,1560,67827839.00,13868,34.46,32.90,13.40
12-March-2018,1664.00,1679.80,1656.30,1667.00,1665.758926100193744810,25291,1118,42128709.00,6402,25.31,23.50,3.00
9-March-2018,1628.15,1666.00,1618.20,1651.85,1654.720702575098000996,46173,1779,76403419.00,11292,24.46,47.80,23.70
8-March-2018,1634.65,1636.30,1595.00,1624.65,1614.130392632089190499,28882,1883,46619314.00,9302,32.21,41.30,-10.00
7-March-2018,1637.55,1647.05,1609.50,1620.25,1626.133455875662001565,54947,1980,89351155.00,21083,38.37,37.55,-17.30
6-March-2018,1645.00,1672.35,1628.05,1637.60,1652.307375704613916311,33529,2055,55400214.00,12065,35.98,44.30,-7.40
5-March-2018,1670.00,1670.00,1625.00,1638.85,1637.143774069319640564,37392,1523,61216080.00,10767,28.79,45.00,-31.15
1-March-2018,1635.00,1665.65,1627.60,1657.75,1633.937374829131830753,251656,2708,411190144.00,215227,85.52,38.05,22.75
28-February-2018,1656.00,1659.35,1630.20,1642.10,1644.229400019016829894,52585,1941,86461803.00,20247,38.50,29.15,-13.90
27-February-2018,1683.90,1683.90,1652.05,1656.90,1662.153894494291799043,28643,1602,47609074.00,9101,31.77,31.85,-27.00
26-February-2018,1635.00,1678.00,1635.00,1670.60,1655.206991686262891847,54007,2942,89392764.00,20758,38.44,43.00,35.60
23-February-2018,1605.00,1634.00,1605.00,1630.25,1622.746404482352521323,28021,1229,45470977.00,8365,29.85,29.00,25.25
22-February-2018,1598.60,1618.50,1575.40,1600.15,1598.037202580092604983,37363,1980,59707464.00,8893,23.80,43.10,1.55
21-February-2018,1642.00,1649.00,1587.00,1598.60,1605.756140056528528838,77483,5778,124418803.00,23879,30.82,62.00,-43.40
20-February-2018,1630.00,1656.00,1621.50,1633.80,1639.794857808742221010,40333,1661,66137846.00,12552,31.12,34.50,3.80
19-February-2018,1657.55,1675.00,1622.60,1641.50,1641.231588624126307802,68531,3098,112475242.00,23135,33.76,52.40,-16.05
16-February-2018,1687.10,1703.75,1666.85,1672.85,1685.462531289111389236,38352,2156,64640859.00,11584,30.20,36.90,-14.25
15-February-2018,1680.00,1709.45,1615.80,1677.55,1677.964604241904267842,100238,3667,168195816.00,14615,14.58,93.65,-2.45
14-February-2018,1645.00,1696.75,1645.00,1669.95,1681.491745604802557205,102612,3074,172541231.00,30848,30.06,51.75,24.95
12-February-2018,1629.00,1657.05,1629.00,1643.15,1647.858166632295318622,38792,1499,63923714.00,13509,34.82,28.05,14.15
9-February-2018,1638.00,1654.00,1622.20,1639.55,1642.542919048497141803,65076,2431,106890123.00,15759,24.22,31.80,1.55
8-February-2018,1655.70,1678.10,1637.85,1658.45,1658.507338109480420115,57508,2149,95377440.00,15057,26.18,40.25,2.75
7-February-2018,1680.00,1687.55,1626.75,1641.30,1653.181788021927676582,63299,2383,104644754.00,19422,30.68,60.80,-38.70
6-February-2018,1553.00,1681.80,1514.40,1660.60,1591.964140462656759138,123677,5028,196889349.00,29160,23.58,167.40,107.60
5-February-2018,1608.00,1627.00,1548.85,1604.25,1587.266972311947636143,105569,3944,167566187.00,27552,26.10,78.15,-3.75
2-February-2018,1718.00,1718.00,1622.25,1629.25,1653.212281876360916586,165789,12095,274084411.00,65669,39.61,95.75,-88.75
1-February-2018,1677.00,1761.70,1645.80,1731.50,1699.468133728311468472,106335,3802,180712944.00,14881,13.99,115.90,54.50
31-January-2018,1674.00,1688.50,1645.05,1677.50,1663.983568705364334425,37246,1740,61976732.00,10828,29.07,43.45,3.50
30-January-2018,1720.00,1720.00,1671.60,1679.80,1695.572762016757312950,27212,1049,46139926.00,9010,33.11,48.40,-40.20
29-January-2018,1710.40,1735.00,1710.00,1714.40,1723.661890130482108657,72577,1750,125098209.00,27671,38.13,25.00,4.00
25-January-2018,1742.00,1742.00,1705.10,1710.40,1716.932572986155942902,55764,1871,95743028.00,14411,25.84,36.90,-31.60
24-January-2018,1695.00,1745.70,1695.00,1738.10,1736.987661074721312294,760439,2181,1320873160.00,727236,95.63,50.70,43.10
23-January-2018,1710.00,1717.75,1694.65,1707.00,1705.144169874580901527,32212,2105,54926104.00,10394,32.27,23.10,-3.00
22-January-2018,1739.00,1740.00,1679.20,1705.20,1703.511070632203762444,31841,1795,54241496.00,7462,23.44,60.80,-33.80
19-January-2018,1660.60,1711.75,1632.75,1701.95,1674.825783488952574651,43268,2757,72466362.00,11090,25.63,79.00,41.35
