Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-March-2017,477.40,478.20,471.30,476.05,474.332773717705268313,281741,3270,133638990.00,47271,16.78,6.90,-1.35
17-March-2017,482.60,484.30,472.40,476.35,478.086531286220091135,314915,4780,150556620.00,69416,22.04,11.90,-6.25
16-March-2017,476.90,481.50,476.15,480.40,478.432253033826724939,1833905,7463,877399301.00,1263445,68.89,5.35,3.50
15-March-2017,474.25,476.50,470.65,473.35,473.584059655645591080,476602,5761,225711110.00,109190,22.91,5.85,-0.90
14-March-2017,480.00,482.50,468.70,469.65,473.235838837476653279,662834,7584,313676804.00,197463,29.79,13.80,-10.35
10-March-2017,472.00,472.00,465.30,468.95,468.706039616588342637,407708,10792,191095202.00,156784,38.45,6.70,-3.05
9-March-2017,462.60,469.80,461.50,467.60,466.918729230360228632,338535,5727,158068332.00,120942,35.73,8.30,5.00
8-March-2017,470.00,470.00,461.40,462.65,463.559824012283706372,338660,4489,156989170.00,79735,23.54,8.60,-7.35
7-March-2017,470.70,475.80,465.50,467.10,470.768587045619344872,507504,8725,238916941.00,97544,19.22,10.30,-3.60
6-March-2017,462.00,472.30,462.00,470.70,467.928325352012007719,489685,6340,229137482.00,152825,31.21,10.30,8.70
3-March-2017,463.00,467.00,458.70,460.10,461.742436825810811775,420227,6121,194036639.00,118744,28.26,8.30,-2.90
2-March-2017,458.80,467.90,453.30,461.05,463.022942111725978800,1049729,16849,486048610.00,276611,26.35,14.60,2.25
1-March-2017,457.50,457.50,448.00,449.10,451.041399456783052998,467953,10093,211066176.00,198574,42.43,9.50,-8.40
28-February-2017,459.70,459.70,454.10,456.15,456.011533751085004934,252303,3793,115053078.00,72702,28.82,5.60,-3.55
27-February-2017,465.00,465.00,455.10,457.30,458.934699509777666271,709474,5460,325602237.00,423795,59.73,9.90,-7.70
23-February-2017,464.00,464.90,457.65,462.00,461.205815822742935413,559233,8295,257921512.00,214168,38.30,7.25,-2.00
22-February-2017,461.00,466.70,456.65,460.15,462.340264780464215154,653447,11341,302114859.00,175010,26.78,10.05,-0.85
21-February-2017,458.00,462.75,454.70,458.95,459.107144344735344073,648219,8022,297601974.00,270246,41.69,8.05,0.95
20-February-2017,452.00,458.25,449.45,455.50,454.170787165022213232,533916,9872,242489050.00,167253,31.33,8.80,3.50
17-February-2017,448.90,456.80,442.75,452.70,451.002196428725618022,926504,14591,417855339.00,273430,29.51,14.05,3.80
16-February-2017,442.00,447.75,436.00,445.90,442.975340496164834642,968146,15786,428864804.00,243476,25.15,11.75,3.90
15-February-2017,449.00,453.25,435.00,436.55,443.909804099888801160,3628635,55437,1610786652.00,973017,26.81,18.25,-12.45
14-February-2017,503.85,506.40,468.30,486.80,492.128920340247820322,1242271,17605,611357486.00,408053,32.85,38.10,-17.05
13-February-2017,512.00,513.00,503.80,505.40,506.680313750152857117,286215,4109,145019506.00,77709,27.15,9.20,-6.60
10-February-2017,512.50,514.70,506.60,509.40,510.091354039207518679,345699,7535,176338071.00,101231,29.28,8.10,-3.10
9-February-2017,517.70,518.15,506.15,512.80,512.540883685263216146,379479,5409,194498502.00,119948,31.61,12.00,-4.90
8-February-2017,510.20,515.00,507.00,513.00,512.533874629687460436,355443,5495,182176578.00,68604,19.30,8.00,2.80
7-February-2017,527.80,527.80,501.95,506.80,510.584429896975300488,726816,13637,371100933.00,264077,36.33,25.85,-21.00
6-February-2017,524.50,531.35,523.70,525.30,527.449601147575397103,228656,3103,120604516.00,58103,25.41,7.65,0.80
3-February-2017,534.40,534.40,520.00,522.50,524.235882323776943194,322716,9001,169179307.00,113020,35.02,14.40,-11.90
2-February-2017,541.90,541.90,527.05,530.85,531.359617126943243033,1405061,9462,746592675.00,999181,71.11,14.85,-11.05
1-February-2017,525.55,544.80,523.00,541.70,534.650035954211825372,308726,5808,165060367.00,75740,24.53,21.80,16.15
31-January-2017,531.50,531.50,518.00,523.60,525.333285541936950326,285965,6317,150226933.00,83427,29.17,13.50,-7.90
30-January-2017,542.00,543.20,530.85,532.50,534.903956198446955967,182094,4007,97402801.00,62196,34.16,12.35,-9.50
27-January-2017,552.45,553.00,539.90,544.35,544.983083778222667111,575424,4330,313596346.00,405197,70.42,13.10,-8.10
25-January-2017,542.10,550.00,541.70,548.00,545.346468498419217105,245448,4806,133854200.00,68292,27.82,8.30,5.90
24-January-2017,533.00,542.85,532.60,541.40,539.767076482979684173,449551,9636,242652829.00,148422,33.02,10.25,8.40
23-January-2017,522.00,534.55,522.00,532.15,530.876887027127617152,263311,4690,139785724.00,55066,20.91,12.55,10.15
20-January-2017,529.00,529.20,521.75,523.15,524.907491142329935682,169627,3494,89038483.00,49251,29.03,7.45,-5.85
19-January-2017,523.15,535.00,523.15,530.70,531.910992994342186866,446639,7105,237572194.00,62199,13.93,11.85,7.55
18-January-2017,524.90,529.60,521.50,523.15,524.754840164220597163,1689922,4518,886794749.00,1477993,87.46,8.10,-1.75
17-January-2017,527.05,530.65,521.00,523.25,525.736739959529702039,398811,4701,209669595.00,148468,37.23,9.65,-3.80
16-January-2017,517.20,529.20,517.20,526.55,524.548841640122679689,473428,5189,248336109.00,157028,33.17,12.00,9.35
13-January-2017,520.10,523.50,507.40,514.65,512.749173918462763373,393121,7497,201572468.00,71992,18.31,16.10,-5.45
12-January-2017,519.05,524.00,513.25,518.35,518.220667307529789571,378656,6685,196227365.00,86732,22.91,10.75,-0.70
11-January-2017,518.20,525.00,517.30,518.90,520.084953349393741764,375665,8520,195377714.00,108195,28.80,7.70,0.70
10-January-2017,505.70,516.55,505.10,515.30,511.065428874720780447,767765,10648,392378149.00,184562,24.04,11.45,9.60
9-January-2017,500.10,504.45,492.55,500.35,500.450991255505202016,391675,6898,196014142.00,89977,22.97,11.90,0.25
6-January-2017,506.00,507.85,496.40,497.80,501.959873553255493805,451099,8707,226433597.00,148537,32.93,11.45,-8.20
5-January-2017,496.10,503.20,495.00,501.95,500.315895025082371100,539024,9688,269682275.00,113837,21.12,8.20,5.85
4-January-2017,485.00,493.60,484.60,486.50,489.477899127248179757,414780,9322,203025643.00,100051,24.12,9.00,1.50
3-January-2017,491.00,492.75,479.45,481.25,486.342215711070051979,823203,8357,400358371.00,480409,58.36,13.30,-9.75
2-January-2017,474.95,488.50,469.20,487.25,480.476182343446686599,415721,6074,199744039.00,105159,25.30,19.30,12.30
30-December-2016,471.25,475.00,467.55,471.35,471.093629703216192723,354332,5585,166923548.00,74044,20.90,7.45,0.10
29-December-2016,464.90,472.40,459.35,470.75,465.659568318921026676,217985,3336,101506801.00,41076,18.84,13.05,5.85
28-December-2016,467.00,467.85,462.00,463.15,464.075566630158737750,209087,4215,97032168.00,42241,20.20,5.85,-3.85
27-December-2016,459.05,467.90,457.60,466.50,462.425857281239909589,232275,3724,107409966.00,32245,13.88,10.30,7.45
26-December-2016,464.25,464.55,455.80,458.30,458.990301055922862607,228994,4278,105106025.00,51740,22.59,8.75,-5.95
23-December-2016,466.40,468.30,460.00,466.15,464.399417977128960419,365965,3959,169953933.00,72810,19.90,8.30,-0.25
22-December-2016,468.80,472.90,465.25,469.65,469.123249055432577251,389861,7074,182892859.00,90294,23.16,7.65,0.85
21-December-2016,472.80,474.85,467.50,468.75,470.012698253865012257,199870,3117,93941438.00,39773,19.90,7.35,-4.05
20-December-2016,472.55,475.00,469.50,472.80,472.358057979405318225,241810,4058,114220902.00,36700,15.18,5.50,0.25
19-December-2016,471.00,478.15,465.80,471.70,472.880166074587371898,342015,6106,161732110.00,57892,16.93,12.35,0.70
16-December-2016,464.05,475.00,464.05,472.50,471.616461145082338958,511544,8767,241252571.00,121447,23.74,10.95,8.45
15-December-2016,469.05,473.20,462.00,463.45,466.978926094661627972,494308,6939,230831419.00,130760,26.45,11.20,-5.60
14-December-2016,471.95,476.60,462.80,472.60,472.048476083709556694,590518,7863,278753122.00,111597,18.90,13.80,0.65
13-December-2016,476.80,477.00,461.80,470.35,468.075071944445030645,1421583,15743,665407565.00,244352,17.19,15.20,-6.45
12-December-2016,463.50,463.50,451.05,454.55,455.305661070947187844,293796,4176,133766982.00,60114,20.46,12.45,-8.95
9-December-2016,462.55,468.40,460.40,464.05,464.612580828381684725,366208,5974,170144844.00,71544,19.54,8.00,1.50
8-December-2016,449.00,464.80,449.00,461.30,460.620554681079273983,789679,10784,363742379.00,183228,23.20,15.80,12.30
7-December-2016,440.00,448.90,439.25,445.25,445.188677076294591161,356657,5047,158779658.00,60148,16.86,9.65,5.25
6-December-2016,440.00,445.80,438.20,441.35,442.274983255104947506,389671,5439,172341735.00,60720,15.58,7.60,1.35
5-December-2016,434.60,441.00,429.00,439.60,436.473283037718168597,564529,7628,246401826.00,59707,10.58,12.00,5.00
2-December-2016,445.00,453.80,431.20,433.05,438.990978660013855573,1248595,14585,548121941.00,256113,20.51,22.60,-11.95
1-December-2016,458.00,458.45,446.40,448.15,451.621140678261831706,469966,6520,212246581.00,136235,28.99,12.05,-9.85
30-November-2016,460.00,463.90,455.40,459.35,460.010037631729832722,399397,9163,183726629.00,58033,14.53,8.50,-0.65
29-November-2016,456.70,465.90,453.35,459.80,460.983350331463539010,431420,6989,198877437.00,81993,19.01,12.55,3.10
28-November-2016,454.80,459.95,451.00,454.80,456.261174354234988300,323531,4243,147614634.00,58619,18.12,8.95,0.00
25-November-2016,454.90,456.00,443.65,453.25,450.830769903195031190,663499,9949,299125765.00,72585,10.94,12.35,-1.65
24-November-2016,468.00,468.00,450.00,453.05,456.137808331704202440,557557,8768,254322828.00,162530,29.15,18.00,-14.95
23-November-2016,467.00,475.00,462.10,471.40,469.327973041206559680,364408,6510,171026868.00,69420,19.05,12.90,4.40
22-November-2016,463.30,471.15,453.50,464.90,461.761201638104900770,406079,6724,187511527.00,66113,16.28,17.65,1.60
21-November-2016,468.50,472.60,451.55,456.90,459.759105080710597349,430117,7202,197750207.00,130862,30.42,21.05,-11.60
18-November-2016,470.00,473.50,462.10,471.00,468.182434143276471636,426532,6485,199694790.00,83689,19.62,11.40,1.00
17-November-2016,461.00,476.20,459.80,472.60,470.458417080916239613,1197547,9256,563396066.00,643004,53.69,16.40,11.60
16-November-2016,467.00,471.50,450.00,457.90,461.265004180886347905,749841,11720,345875412.00,91290,12.17,21.50,-9.10
15-November-2016,485.70,486.70,451.60,457.25,467.123700602488517347,1176122,17457,549394461.00,334674,28.46,35.10,-28.45
11-November-2016,529.80,530.00,505.25,507.40,514.855958679281714616,517900,8040,266643901.00,154089,29.75,24.75,-22.40
10-November-2016,536.90,549.20,532.00,534.15,540.873947015110574010,648751,10332,350892514.00,112540,17.35,17.20,-2.75
9-November-2016,501.00,543.40,500.00,534.40,527.774336952085191479,926102,16897,488772869.00,94134,10.16,43.40,33.40
8-November-2016,517.00,542.25,516.30,540.20,533.230557727107609843,1194742,17749,637072943.00,211825,17.73,25.95,23.20
7-November-2016,513.00,520.90,505.50,507.30,512.198190418832088257,501442,8182,256837685.00,86145,17.18,15.40,-5.70
4-November-2016,510.00,515.95,501.85,512.10,509.290232200721525744,588198,8757,299563496.00,109904,18.68,14.10,2.10
3-November-2016,511.70,521.50,506.00,510.25,513.880798096284092989,628245,9722,322843042.00,86899,13.83,15.50,-1.45
2-November-2016,525.00,526.50,513.00,514.00,517.857414878334532626,769898,8393,398697388.00,183654,23.85,13.50,-11.00
1-November-2016,533.00,538.30,525.20,530.95,529.882356522136149877,657070,9054,348169800.00,153828,23.41,13.10,-2.05
30-October-2016,537.00,537.00,530.00,532.35,533.466529639069308558,60815,1379,32442767.00,21867,35.96,7.00,-4.65
28-October-2016,526.00,539.15,525.05,535.85,534.656761112442014940,459170,7458,245498345.00,96233,20.96,14.10,9.85
27-October-2016,514.00,525.65,510.65,521.85,518.081553179977904896,925997,14977,479741964.00,187273,20.22,15.00,7.85
26-October-2016,550.85,550.85,523.95,529.50,535.748903427103463125,738437,11814,395616813.00,245897,33.30,26.90,-21.35
25-October-2016,547.70,560.85,547.70,553.10,554.763602971457812343,570629,7882,316564200.00,120947,21.20,13.15,5.40
24-October-2016,545.10,563.00,543.50,559.10,556.015035651260850682,545703,8219,303419073.00,130166,23.85,19.50,14.00
21-October-2016,547.50,550.10,542.00,544.55,544.007690879061838780,301526,5847,164032463.00,43926,14.57,8.10,-2.95
20-October-2016,554.00,554.40,546.50,547.30,549.398674142247610987,425385,5466,233705955.00,46096,10.84,7.90,-6.70
19-October-2016,551.80,554.50,545.10,550.25,549.694434858401547614,507103,5833,278751697.00,120890,23.84,9.40,-1.55
18-October-2016,550.00,555.50,549.00,553.55,553.019724289480482695,321279,4689,177673624.00,54062,16.83,6.50,3.55
17-October-2016,557.50,558.10,545.20,547.05,550.653198296415544189,245365,3793,135111022.00,73066,29.78,12.90,-10.45
14-October-2016,546.90,557.25,546.10,555.45,551.902547780348615723,528146,6902,291485123.00,191993,36.35,11.15,8.55
13-October-2016,558.65,559.40,537.05,544.30,544.184514073334839978,893818,7530,486401914.00,530458,59.35,22.35,-14.35
10-October-2016,570.20,571.05,561.00,562.10,565.221989962618758415,212406,3766,120056542.00,63864,30.07,10.05,-8.10
7-October-2016,554.00,567.00,552.85,565.70,560.841055944950465221,836483,9392,469134009.00,311188,37.20,14.15,11.70
6-October-2016,563.00,564.20,549.00,551.25,556.704471116342087615,438414,5357,244067034.00,107427,24.50,15.20,-11.75
5-October-2016,555.00,561.50,549.80,558.10,556.305639910842479812,544654,7672,302994092.00,81783,15.02,11.70,3.10
4-October-2016,547.00,550.90,541.00,549.35,545.700300544993714760,488446,6015,266545129.00,87895,17.99,9.90,2.35
3-October-2016,542.90,546.25,539.65,540.70,542.305357498399100267,371666,6396,201556463.00,114139,30.71,6.60,-2.20
30-September-2016,525.20,536.60,522.10,534.75,529.377035972434593398,522539,7881,276620147.00,60998,11.67,14.50,9.55
29-September-2016,545.00,546.90,517.20,526.20,531.255698049326480267,538737,8711,286207101.00,137920,25.60,29.70,-18.80
28-September-2016,532.10,545.35,531.75,539.85,541.256020132468176120,831294,6702,449942882.00,395621,47.59,13.60,7.75
27-September-2016,536.55,542.00,530.70,531.95,536.313492687987783198,514701,7172,276041091.00,72287,14.04,11.30,-4.60
26-September-2016,552.00,552.00,533.80,535.55,539.091167678447867419,586754,8363,316313899.00,258983,44.14,18.20,-16.45
23-September-2016,560.00,560.00,551.50,553.35,554.271106536070039719,480870,5937,266532347.00,201352,41.87,8.50,-6.65
22-September-2016,560.00,562.00,551.85,558.30,557.563694656149809742,450705,6934,251296745.00,95447,21.18,10.15,-1.70
21-September-2016,548.60,556.20,544.50,549.95,551.286499750079520152,418133,8740,230511078.00,90981,21.76,11.70,1.35
20-September-2016,554.50,555.65,545.55,547.60,548.907171317758991606,528048,7657,289849334.00,146301,27.71,10.10,-6.90
19-September-2016,553.80,555.45,549.70,553.50,550.721874678422510630,1214715,6465,668970122.00,862122,70.97,5.75,-0.30
16-September-2016,560.10,568.00,546.40,548.90,555.780140679502608701,572507,7586,318188021.00,166813,29.14,21.60,-11.20
15-September-2016,561.40,566.00,555.65,557.25,559.431951418706385593,371007,5499,207553170.00,58242,15.70,10.35,-4.15
14-September-2016,555.15,565.90,544.30,561.40,550.901588797257117518,1262905,10968,695736371.00,669974,53.05,21.60,6.25
12-September-2016,557.25,559.90,549.45,554.15,554.050818426185167178,1073646,12587,594854445.00,658716,61.35,10.45,-3.10
9-September-2016,580.00,580.10,571.70,573.00,574.648238463401891853,342627,7698,196890002.00,97049,28.32,8.40,-7.00
8-September-2016,589.05,591.35,577.80,584.55,582.514768459111279257,512782,8959,298703088.00,136811,26.68,13.55,-4.50
7-September-2016,590.00,598.60,584.50,587.70,590.273511223369087104,2928176,18675,1728424729.00,1777719,60.71,14.10,-2.30
6-September-2016,555.00,593.10,555.00,589.35,576.430426904651674918,2529347,19065,1457992571.00,1368099,54.09,38.10,34.35
2-September-2016,552.00,555.50,548.30,549.80,550.516064943194360864,1984134,13217,1092297642.00,894825,45.10,7.20,-2.20
1-September-2016,540.05,546.70,539.50,543.65,543.490862623304889311,1790886,11114,973330177.00,743677,41.53,7.20,3.60
31-August-2016,529.00,548.15,529.00,537.45,540.159843006461230234,1887721,20435,1019671079.00,714105,37.83,19.15,8.45
30-August-2016,529.70,530.80,524.05,528.30,526.955306136212777890,1408605,8166,742271879.00,889682,63.16,6.75,-1.40
29-August-2016,520.00,528.05,515.80,524.70,524.307969963977281956,2203887,22379,1155515519.00,950253,43.12,12.25,4.70
26-August-2016,500.35,515.00,486.10,503.65,503.291187448585563502,1923098,21823,967878276.00,574205,29.86,28.90,3.30
25-August-2016,498.05,503.10,491.25,493.75,496.966177576268483288,351128,5477,174498740.00,90191,25.69,11.85,-4.30
24-August-2016,504.55,505.90,493.80,498.00,499.026416656007103031,664505,7439,331605549.00,268168,40.36,12.10,-6.55
23-August-2016,504.10,508.60,500.35,503.55,503.654768951735111380,844672,9293,425423081.00,438920,51.96,8.25,-0.55
22-August-2016,510.00,513.50,503.00,503.75,505.333658417077732705,849012,5525,429034340.00,549815,64.76,10.50,-6.25
19-August-2016,514.00,514.80,508.25,510.00,510.746830625356809511,551765,4185,281812225.00,288057,52.21,6.55,-4.00
18-August-2016,512.00,518.00,511.10,511.95,513.366722020510923565,1011071,5671,519050205.00,665769,65.85,6.90,-0.05
17-August-2016,511.90,514.35,506.40,510.25,510.452487149271193671,473514,5960,241706399.00,146240,30.88,7.95,-1.65
16-August-2016,514.70,515.00,503.20,506.90,506.977833695877504970,1046769,8377,530688680.00,564414,53.92,11.80,-7.80
12-August-2016,509.35,518.50,505.00,515.25,515.478971091885160060,847928,9553,437089053.00,403450,47.58,13.50,5.90
11-August-2016,502.40,505.00,495.45,502.30,500.728297032819716796,368498,4477,184517376.00,124491,33.78,9.55,-0.10
10-August-2016,515.00,516.00,502.20,503.30,505.510206862681605250,741168,8565,374667989.00,369100,49.80,13.80,-11.70
9-August-2016,521.00,522.00,509.80,513.70,514.378502058192859714,511128,6704,262913255.00,129320,25.30,12.20,-7.30
8-August-2016,517.90,522.20,513.55,513.95,515.423574610446522522,773578,4840,398720338.00,562634,72.73,8.65,-3.95
5-August-2016,506.00,519.30,502.25,516.35,510.677581383208672175,612995,8731,313042804.00,145413,23.72,17.05,10.35
4-August-2016,491.00,501.80,488.25,500.30,496.801300954153996017,716551,10217,355983469.00,190664,26.61,13.55,9.30
3-August-2016,495.35,499.80,476.25,479.15,486.469869483224857289,549891,9445,267505403.00,119845,21.79,23.55,-16.20
2-August-2016,511.00,511.15,492.00,493.85,502.567373823370065627,374693,5091,188308477.00,83908,22.39,19.15,-17.15
1-August-2016,504.00,514.85,504.00,508.10,510.045190365819757691,543191,7202,277051957.00,155358,28.60,10.85,4.10
29-July-2016,507.00,510.35,501.00,503.00,504.796247014077320902,344952,5204,174130475.00,96626,28.01,9.35,-4.00
28-July-2016,511.00,512.05,499.10,505.85,505.568586502183884653,319385,4266,161471023.00,70874,22.19,12.95,-5.15
27-July-2016,505.00,513.00,505.00,510.10,509.864566600604985918,431415,7859,219963222.00,124111,28.77,8.00,5.10
26-July-2016,506.60,513.50,501.65,503.15,507.262875142012864776,723526,13111,367017879.00,304949,42.15,11.85,-3.45
25-July-2016,506.50,511.00,503.60,508.90,507.608851398944087471,464243,10758,235653856.00,140182,30.20,7.40,2.40
22-July-2016,495.00,507.90,493.10,506.40,499.837341658681339062,808775,14853,404255946.00,330911,40.92,14.80,11.40
21-July-2016,498.40,500.00,489.45,490.65,494.910027501964426030,559960,7069,277129819.00,127304,22.73,10.55,-7.75
20-July-2016,499.00,502.05,492.50,493.80,494.423571554582776427,1003311,8211,496060608.00,579874,57.80,9.55,-5.20
19-July-2016,494.00,503.50,493.05,498.15,497.817469671451105785,842523,9971,419422668.00,186388,22.12,10.45,4.15
18-July-2016,496.90,505.00,490.60,492.65,499.634270471549348358,814252,11717,406828204.00,267624,32.87,14.40,-4.25
15-July-2016,481.00,501.20,480.00,492.90,494.498359838411842305,1387973,14985,686350372.00,511930,36.88,21.20,11.90
14-July-2016,480.00,489.05,478.90,485.70,485.993163416401499637,571338,8160,277666362.00,156871,27.46,10.15,5.70
13-July-2016,486.00,487.85,478.05,479.95,481.067070911298643797,526249,7522,253161065.00,146190,27.78,9.80,-6.05
12-July-2016,485.00,488.65,481.10,484.20,483.716590859761244423,1036625,14152,501432711.00,525031,50.65,7.55,-0.80
11-July-2016,471.10,486.40,471.10,484.50,483.272952411142370329,1514220,17521,731781570.00,804819,53.15,15.30,13.40
8-July-2016,463.25,467.50,462.90,465.20,465.199574460997809848,1440996,12780,670350726.00,656848,45.58,4.60,1.95
7-July-2016,462.60,465.45,454.00,455.25,458.613206291507749643,653643,7993,299769312.00,202245,30.94,11.45,-7.35
5-July-2016,468.90,468.90,459.40,460.55,462.616496151388158378,530451,6010,245395383.00,196583,37.06,9.50,-8.35
4-July-2016,467.90,474.80,467.90,468.90,471.330135776425367560,807283,9060,380496806.00,313991,38.89,6.90,1.00
1-July-2016,463.00,464.80,455.00,457.90,458.834107695363451886,488359,6363,224075766.00,95575,19.57,9.80,-5.10
30-June-2016,454.00,461.95,452.00,459.25,458.903401861538613281,912471,13885,418736046.00,255294,27.98,9.95,5.25
29-June-2016,445.20,449.50,445.20,447.10,447.472647778656904263,487858,6789,218303111.00,92327,18.92,4.30,1.90
28-June-2016,449.90,449.90,438.35,440.35,441.075760562670714531,913074,13247,402734809.00,207426,22.72,11.55,-9.55
27-June-2016,451.00,457.45,443.70,448.60,448.593043129103469522,1155577,16400,518383803.00,182863,15.82,13.75,-2.40
24-June-2016,439.20,453.45,425.00,449.00,438.648062694442203035,3569184,54652,1565615647.00,507752,14.23,28.45,9.80
23-June-2016,475.55,489.60,475.55,488.00,482.913154581563279263,1231130,15095,594528872.00,446069,36.23,14.05,12.45
22-June-2016,483.90,484.70,468.15,472.50,474.005929338622128328,754047,10364,357422749.00,174135,23.09,16.55,-11.40
21-June-2016,482.50,486.15,477.25,485.00,482.507350811064042523,604083,10056,291474488.00,101313,16.77,8.90,2.50
20-June-2016,463.50,483.15,460.40,481.65,473.329676013436763178,906766,13352,429199257.00,230468,25.42,22.75,18.15
17-June-2016,460.00,464.90,457.40,463.20,461.981493223704839215,717575,10965,331506370.00,241633,33.67,7.50,3.20
16-June-2016,451.50,455.00,446.25,454.00,450.894214425425062119,608911,9813,274554447.00,185869,30.52,8.75,2.50
15-June-2016,450.00,453.00,447.35,452.20,450.544132973159726111,526783,10058,237338990.00,183803,34.89,5.65,2.20
14-June-2016,448.10,453.75,441.20,448.40,449.254756433209523555,1047844,11218,470748901.00,471772,45.02,12.55,0.30
13-June-2016,450.00,451.00,436.90,444.25,442.362820535687743393,840975,13505,372016073.00,242717,28.86,14.10,-5.75
10-June-2016,467.90,467.90,455.10,457.20,460.654369434148864260,440858,7216,203083164.00,74237,16.84,12.80,-10.70
9-June-2016,467.80,470.25,464.75,466.70,467.361393452497955094,473127,9056,221121294.00,73625,15.56,5.50,-1.10
8-June-2016,465.00,468.70,462.95,466.30,466.686988272570775629,3469132,9047,1618998765.00,3078800,88.75,5.75,1.30
7-June-2016,466.95,467.00,458.65,463.05,462.364029309920070075,1169024,12270,540514647.00,358916,30.70,8.35,-3.90
6-June-2016,457.25,464.90,450.50,460.75,457.064557101379739826,608593,9558,278166290.00,102323,16.81,14.40,3.50
3-June-2016,456.55,461.75,452.30,453.90,456.967446109855999877,784791,9758,358623939.00,193019,24.59,9.45,-2.65
2-June-2016,445.00,460.30,443.95,453.20,455.132660022220533365,1105284,16093,503050847.00,178556,16.15,16.35,8.20
1-June-2016,455.70,458.20,446.25,449.20,452.617260472870272303,720409,12075,326069548.00,177463,24.63,11.95,-6.50
31-May-2016,456.30,463.90,444.15,458.20,454.406004600925570295,3231089,48511,1468226243.00,478841,14.82,19.75,1.90
30-May-2016,405.40,421.90,401.60,420.55,414.972172692244630267,1171008,19322,485935734.00,216680,18.50,20.30,15.15
27-May-2016,400.00,404.65,395.95,403.50,401.292611711422559823,672984,9719,270063507.00,152259,22.62,8.70,3.50
26-May-2016,399.00,401.70,396.85,399.30,399.084132236079296399,318249,5850,127008126.00,82424,25.90,4.85,0.30
25-May-2016,393.55,399.70,393.55,397.00,397.274133235664199339,507837,9078,201750504.00,132161,26.02,6.15,3.45
24-May-2016,384.40,392.00,382.35,389.25,388.887281438098984738,541437,8169,210557963.00,236433,43.67,9.65,4.85
23-May-2016,388.00,389.90,380.55,382.75,385.391017082213524803,523527,8228,201762603.00,117603,22.46,9.35,-5.25
20-May-2016,386.25,392.50,383.30,384.55,388.631319844684362908,591312,10114,229802363.00,211230,35.72,9.20,-1.70
19-May-2016,385.25,393.15,383.10,387.70,389.015694707919243411,1297826,10449,504874683.00,790274,60.89,10.05,2.45
18-May-2016,384.00,387.40,381.80,385.00,385.230722543321718186,935847,10903,360517016.00,516632,55.20,5.60,1.00
17-May-2016,391.50,395.00,387.30,389.90,391.003008009931665665,554187,9356,216688784.00,188029,33.93,7.70,-1.60
16-May-2016,393.80,396.75,389.60,392.55,392.868435839650617997,500083,8554,196466826.00,133413,26.68,7.15,-1.25
13-May-2016,390.00,393.80,385.85,390.00,390.050359076592636285,803589,10968,313440178.00,286073,35.60,7.95,0.00
12-May-2016,384.00,388.60,380.00,387.20,385.842256269007861364,575091,7772,221894409.00,181761,31.61,8.60,3.20
11-May-2016,386.00,391.90,376.05,380.10,383.310144720220139433,1034617,16318,396579192.00,200371,19.37,15.85,-5.90
10-May-2016,401.00,401.85,387.20,388.90,391.145381390957613730,748851,13961,292909610.00,263947,35.25,14.65,-12.10
9-May-2016,401.00,405.25,395.55,403.35,400.877194620221512445,749845,11445,300595760.00,243636,32.49,9.70,2.35
6-May-2016,390.40,400.65,384.45,398.70,393.078268941488968192,567722,8827,223159181.00,158018,27.83,16.20,8.30
5-May-2016,383.50,395.95,383.50,391.20,391.334999438891748858,561389,8909,219691164.00,109510,19.51,12.45,7.70
4-May-2016,406.75,406.75,380.50,381.80,388.237079934079652882,1148659,14910,445952016.00,431178,37.54,26.25,-24.95
3-May-2016,411.40,421.85,407.70,409.50,416.353742080404908477,1002103,11852,417229334.00,412379,41.15,14.15,-1.90
2-May-2016,410.00,410.40,395.00,407.30,406.845507671007936635,310585,5586,126360112.00,37336,12.02,15.40,-2.70
29-April-2016,410.05,413.70,403.50,408.85,408.088852008386100432,659186,9204,269006458.00,142086,21.55,10.20,-1.20
28-April-2016,419.80,420.85,409.10,410.90,412.032945151606597271,825129,6377,339980332.00,60346,7.31,11.75,-8.90
27-April-2016,419.95,425.00,414.75,418.60,420.121684428975983051,370072,6119,155475272.00,74638,20.17,10.25,-1.35
26-April-2016,410.00,423.50,405.35,419.30,417.235398064410134146,523458,10189,218405207.00,101564,19.40,18.15,9.30
25-April-2016,417.80,418.00,410.00,411.35,412.762695018610913122,252540,4706,104239091.00,50618,20.04,8.00,-6.45
22-April-2016,411.45,419.90,408.30,416.95,416.248436838505878138,491312,9186,204507852.00,108359,22.06,11.60,5.50
21-April-2016,408.70,417.00,406.10,411.45,411.870029235565388538,556856,9108,229352297.00,112578,20.22,10.90,2.75
20-April-2016,409.70,410.10,401.10,404.05,406.292769602875403678,444042,9061,180411054.00,96468,21.72,9.00,-5.65
18-April-2016,408.85,409.45,402.55,407.10,406.303621256923909874,288132,5645,117069075.00,66651,23.13,6.90,-1.75
13-April-2016,399.85,411.65,398.30,408.55,407.209919818722668868,836729,16520,340724349.00,227737,27.22,13.35,8.70
12-April-2016,389.40,396.65,387.25,395.10,393.420151102878249087,625137,10237,245941493.00,113801,18.20,9.40,5.70
